market,volumeEx,volumeQt,pricechange,quickTradePrice,pair,virtualCurrency,currency,volume,quickTradePriceChange,24hoursHigh,24hoursLow,buy,sell
2.35,0.0,10394.270414,0.84,2.35,AI-INR,AI,INR,10394.270414,0.84,,,,
655.522454,111.831327,150.652004,1.01,669.568122,ENS-INR,ENS,INR,262.483331,5.56,664.84032,646.86357,660.41577,650.629139
46.69,0.0,0.0,1.33,46.69,FRAX-INR,FRAX,INR,0.0,1.33,,,,
0.020381,0.0,0.0,6.88,0.020381,GOAT-USDT,GOAT,USDT,0.0,6.88,,,,
117.980019,0.0,45.03731,12,117.980019,FIL-INR,FIL,INR,45.03731,12,,,,
0.0838,0.0,0.0,4.61,0.0838,MANA-EUR,MANA,EUR,0.0,4.61,,,,
0.069604,0.0,68057.772118,-1.13,0.069604,NOT-INR,NOT,INR,68057.772118,-1.13,,,,
1.66,0.0,0.0,1.54,1.66,ATOM-EUR,ATOM,EUR,0.0,1.54,,,,
0.01228,0.0,0.0,3.79,0.01228,GMT-USDT,GMT,USDT,0.0,3.79,,,,
5.635076,0.0,2764.50891,0,5.73322,PYTH-INR,PYTH,INR,2764.50891,12,5.6350765,5.6350765,5.689886,5.580267
1.730651,0.0,0.0,0,4.710007,ATOM-USDT,ATOM,USDT,0.0,0.78,0,0,,
0.286599,8665.461994,7235.954744,2.07,0.289995,CELR-INR,CELR,INR,15901.416738,-0.33,0.292118,0.271077,0.291181,0.282017
0.000022,0.0,0.0,5.12,0.000022,WIN-USDT,WIN,USDT,0.0,5.12,,,,
5.17,0.0,0.0,7.47,5.17,UNI-AUD,UNI,AUD,0.0,7.47,,,,
83.36,0.0,0.0,2.68,83.36,AAVE-EUR,AAVE,EUR,0.0,2.68,,,,
6.53,0.0,0.0,2.44,6.53,FF-INR,FF,INR,0.0,2.44,,,,
0.184672,0.0,0.0,4.76,0.184672,ALGO-AUD,ALGO,AUD,0.0,4.76,,,,
7.05,0.0,195.388822,4.68,7.05,MANTA-INR,MANTA,INR,195.388822,4.68,,,,
80,0.0,0.0,4.11,80,SOL-EUR,SOL,EUR,0.0,4.11,,,,
124.48,0.0,664.483508,-3.77,124.48,EDGE-INR,EDGE,INR,664.483508,-3.77,,,,
7.4,0.0,0.0,2.85,7.4,WLFI-INR,WLFI,INR,0.0,2.85,,,,
3.32,0.0,0.0,3.37,3.32,OSMO-INR,OSMO,INR,0.0,3.37,,,,
36.95,0.0,0.0,2.33,36.95,API3-INR,API3,INR,0.0,2.33,,,,
3.18,0.0,3576.846444,4.56,3.18,NIGHT-INR,NIGHT,INR,3576.846444,4.56,,,,
1.46062,0.0,0.0,12.65,1.46062,PLUME-INR,PLUME,INR,0.0,12.65,,,,
28.15,0.0,2032.328986,0,28.15,CFG-INR,CFG,INR,2032.328986,0,,,,
3.386,0.0,0.0,0,3.465525,ICP-USDT,ICP,USDT,0.0,14.41,0,0,,
26.168691,1065.940664,1070.873658,3.75,26.370647,ADA-INR,ADA,INR,2136.814322,3.18,26.429023,24.6250245,26.406905,25.911208
0.224534,0.0,0.0,6.31,0.224534,CRV-EUR,CRV,EUR,0.0,6.31,,,,
1.525449,0.0,14989.511922,3.25,1.525449,GUN-INR,GUN,INR,14989.511922,3.25,,,,
2.07255,0.0,0.0,3.48,2.07255,RENDER-USDT,RENDER,USDT,0.0,3.48,,,,
0.235342,0.0,0.0,2.82,0.235342,ADA-EUR,ADA,EUR,0.0,2.82,,,,
82.95,0.319,0.215648,0,93.324,SOL-USDT,SOL,USDT,0.534648,4.48,87.88,87.88,,
136.89,423.931574,81.992384,2.68,137.56,AXS-INR,AXS,INR,505.923958,2.12,137.375,132.08,138.19,135.6
8.59,0.0,0.0,4.04,8.59,AVAX-EUR,AVAX,EUR,0.0,4.04,,,,
0.00069,58241323.208382,207201993.614666,5.74,0.000707,BONK-INR,BONK,INR,265443316.823048,5.57,0.000715,0.000649,0.0007,0.000681
223355.91,0.000448,0.008534,0.98,223343.16,STETH-INR,STETH,INR,0.008982,1.02,224106.24,219174.58,225079.23,221632.59
27.49,0.0,0.0,3.8,27.49,BARD-INR,BARD,INR,0.0,3.8,,,,
8.9,0.0,1863.530154,7.53,8.9,DN-INR,DN,INR,1863.530154,7.53,,,,
0.089626,0.0,869499.875246,1.79,0.089626,AMP-INR,AMP,INR,869499.875246,1.79,,,,
0.324234,0.0,0.0,-1.85,0.324234,ZBCN-INR,ZBCN,INR,0.0,-1.85,,,,
3.208038,0.0,0.0,1.73,3.208038,CVC-INR,CVC,INR,0.0,1.73,,,,
17.73,0.0,0.0,3.42,17.73,MET-INR,MET,INR,0.0,3.42,,,,
1.53,0.0,19756.448712,5.44,1.53,W-INR,W,INR,19756.448712,5.44,,,,
68901.12,0.0,0.0,-0.24,68901.12,BTC-EUR,BTC,EUR,0.0,-0.24,,,,
24.87,0.0,0.0,4.75,24.87,SYRUP-INR,SYRUP,INR,0.0,4.75,,,,
22.33,158.10822,720.141572,4.27,22.59,FET-INR,FET,INR,878.249792,4.88,22.79,21.395,22.54,22.12
28.43,0.0,0.0,5.47,28.43,FORM-INR,FORM,INR,0.0,5.47,,,,
48.802191,0.0,40.235334,0.19,48.802191,UMA-INR,UMA,INR,40.235334,0.19,,,,
0.039474,0.0,0.0,4.02,0.039474,CHZ-EUR,CHZ,EUR,0.0,4.02,,,,
0.1457,0.0,0.0,0,0.148148,ARB-USDT,ARB,USDT,0.0,14.91,0,0,,
0.092003,0.0,0.0,0,0.109797,DOGE-USDT,DOGE,USDT,0.0,0.9,0,0,,
9.482193,0.0,51.332148,4.16,9.482193,CELO-INR,CELO,INR,51.332148,4.16,,,,
0.018666,0.0,97077.092334,-13.92,0.018666,HMSTR-INR,HMSTR,INR,97077.092334,-13.92,,,,
7.95,0.0,0.0,4.09,7.95,NEWT-INR,NEWT,INR,0.0,4.09,,,,
0.000016,0.0,12567013492.72539,2.43,0.000016,MOG-INR,MOG,INR,12567013492.72539,2.43,,,,
0.150982,0.0,0.0,-0.13,0.150982,ALICE-USDT,ALICE,USDT,0.0,-0.13,,,,
19.7,0.0,0.0,-2.62,19.7,COMP-EUR,COMP,EUR,0.0,-2.62,,,,
9.2,763.860441,16716.872978,-10.09,10.781459,BAT-INR,BAT,INR,17480.733419,4.3,10.845,9.2,11,9.2
10.412648,411.721904,9762.651224,0.48,10.573484,DOGE-INR,DOGE,INR,10174.373128,0.9,10.463582,10.1899,10.463582,10.361715
0.552302,0.0,0.0,5.23,0.552302,CITY-EUR,CITY,EUR,0.0,5.23,,,,
50.2,0.0,0.0,3.05,50.2,LTC-EUR,LTC,EUR,0.0,3.05,,,,
0.258613,0.0,5470.031248,1.94,0.258613,GIGA-INR,GIGA,INR,5470.031248,1.94,,,,
177.47,0.0,786.950274,3.27,177.47,CVX-INR,CVX,INR,786.950274,3.27,,,,
944.25,0.144766,0.211892,3.95,962.78,ETC-INR,ETC,INR,0.35665800000000003,6.71,951.955,897.555,955.09,933.41
728.83,0.0,0.0,2.34,728.83,GMX-INR,GMX,INR,0.0,2.34,,,,
0.237247,0.0,0.0,3.03,0.237247,AGLD-EUR,AGLD,EUR,0.0,3.03,,,,
58.33931,0.0,173.272506,5.8,58.33931,RUNE-INR,RUNE,INR,173.272506,5.8,,,,
0.000786,0.0,0.0,1.43,0.000786,AMP-EUR,AMP,EUR,0.0,1.43,,,,
39.51,0.0,103.800796,0.02,39.93,LDO-INR,LDO,INR,103.800796,7.4,39.51,39.5,39.92,39.1
0.095287,0.0,0.0,0.55,0.095287,DOGE-EUR,DOGE,EUR,0.0,0.55,,,,
0.797464,0.0,0.0,-2.36,0.797464,PSG-EUR,PSG,EUR,0.0,-2.36,,,,
7.85,0.0,0.0,4.14,7.85,WAL-INR,WAL,INR,0.0,4.14,,,,
1.08,0.0,8552.921678,6.81,1.08,MANTRA-INR,MANTRA,INR,8552.921678,6.81,,,,
7.38,0.0,484.868888,0,9.42,A-INR,A,INR,484.868888,6.35,7.385,7.385,,8.75
2.99,0.0,75.862068,2.96,2.99,PONKE-INR,PONKE,INR,75.862068,2.96,,,,
0.002585,0.0,0.0,-0.68,0.002585,CELR-EUR,CELR,EUR,0.0,-0.68,,,,
1.9,0.0,0.0,-1.52,1.9,COOKIE-INR,COOKIE,INR,0.0,-1.52,,,,
1.98,0.0,8000.0,6.88,1.98,GOAT-INR,GOAT,INR,8000.0,6.88,,,,
0.000016,0.0,0.0,1.06,0.000016,SHIB-USDT,SHIB,USDT,0.0,1.06,,,,
42.54,8.158486,226.00647,7.7,43.35,TIA-INR,TIA,INR,234.16495600000002,14.08,43.885,39.12,42.91,42.19
4.849822,0.0,0.0,3.6,4.849822,KAIA-INR,KAIA,INR,0.0,3.6,,,,
0.186597,0.0,0.0,-4.66,0.186597,DYDX-USDT,DYDX,USDT,0.0,-4.66,,,,
0.151569,0.0,0.0,0.57,0.151569,DOGE-AUD,DOGE,AUD,0.0,0.57,,,,
0.401674,0.0,0.0,2.72,0.401674,BAR-EUR,BAR,EUR,0.0,2.72,,,,
8.13,0.0,0.0,-0.95,8.13,C-INR,C,INR,0.0,-0.95,,,,
0.28085,0.0,0.0,3.39,0.28085,AGLD-USDT,AGLD,USDT,0.0,3.39,,,,
19.93,0.0,0.0,5.93,19.93,SOMI-INR,SOMI,INR,0.0,5.93,,,,
96.05,108.214889,1892.733724,0,96.8377,USDC-INR,USDC,INR,2000.948613,0.2,96.5,95.6,96.5,95.6001
1300,0.323037,0.0,0,1222.48035,FARM-INR,FARM,INR,0.323037,4.39,1300,1083.264889,,1300
5.91,0.0,0.0,5.19,5.91,ENS-EUR,ENS,EUR,0.0,5.19,,,,
0.430075,0.0,476.711452,2.56,0.430075,ZIL-INR,ZIL,INR,476.711452,2.56,,,,
0.661046,0.0,0.0,9.22,0.661046,S-USDT,S,USDT,0.0,9.22,,,,
26.05348,5.0,47.860554,3.06,26.781993,AGLD-INR,AGLD,INR,52.860554,3.39,26.17722,25.27834,26.28701,25.81995
0.044082,0.0,0.0,1.42,0.044082,HOT-INR,HOT,INR,0.0,1.42,,,,
2.22,0.0,1213.888544,-23.63,2.22,TST-INR,TST,INR,1213.888544,-23.63,,,,
0.083742,0.0,0.0,5.14,0.083742,SAND-USDT,SAND,USDT,0.0,5.14,,,,
0.373789,0.0,0.0,10.21,0.373789,SNX-USDT,SNX,USDT,0.0,10.21,,,,
33.12,0.0,0.0,0.05,33.12,PRO-INR,PRO,INR,0.0,0.05,,,,
2.118262,0.0,10329.57874,3.92,2.118262,HUMA-INR,HUMA,INR,10329.57874,3.92,,,,
0.023846,0.0,0.0,5.67,0.023846,GRT-EUR,GRT,EUR,0.0,5.67,,,,
452.5,0.0,0.0,0,459.592,BCH-USDT,BCH,USDT,0.0,0.62,0,0,,
0.810388,0.0,0.0,1.23,0.810388,ALT-INR,ALT,INR,0.0,1.23,,,,
0.97,0.0,0.0,8.55,0.97,APT-EUR,APT,EUR,0.0,8.55,,,,
7738650.65,0.02489696,0.51737242,-0.08,7735241.47,BTC-INR,BTC,INR,0.54226938,0.11,7974566.75,7650000,7796960.98,7677566.39
0.098455,0.0,0.0,6.35,0.098455,A-USDT,A,USDT,0.0,6.35,,,,
0.62177,0.0,0.0,2.42,0.62177,RVN-INR,RVN,INR,0.0,2.42,,,,
65.61,0.0,0.0,0,66.48,MNT-INR,MNT,INR,0.0,2.9,65.61,65.61,66.08,65.14
0.073156,0.0,0.0,7.15,0.073156,S-AUD,S,AUD,0.0,7.15,,,,
6.22,0.0,0.0,-0.82,6.22,WMTX-INR,WMTX,INR,0.0,-0.82,,,,
0.447792,0.0,0.0,1.55,0.447792,SOLV-INR,SOLV,INR,0.0,1.55,,,,
18.18,0.0,0.0,3.4,18.18,ZBT-INR,ZBT,INR,0.0,3.4,,,,
0.00000032,0.0,0.0,-3.03,0.00000032,BTTC-EUR,BTTC,EUR,0.0,-3.03,,,,
1.89,0.0,0.0,3.22,1.89,MOVE-INR,MOVE,INR,0.0,3.22,,,,
106.85,0.0,0.0,0,97.10379,AAVE-USDT,AAVE,USDT,0.0,3.04,0,0,,
1.22,0.0,421299.191278,7.88,1.22,ZKJ-INR,ZKJ,INR,421299.191278,7.88,,,,
0.0879,0.0,0.0,2.78,0.0879,POL-EUR,POL,EUR,0.0,2.78,,,,
0.000748,0.0,0.0,0.18,0.000748,XEC-INR,XEC,INR,0.0,0.18,,,,
0.000181,0.0,0.0,1.21,0.000181,SPELL-USDT,SPELL,USDT,0.0,1.21,,,,
0.06516,0.0,8597.855682,4.07,0.06516,MEW-INR,MEW,INR,8597.855682,4.07,,,,
97.25,0.0,0.0,0,97.25,USD1-INR,USD1,INR,0.0,0,,,,
6.4,0.0,0.0,6.55,6.4,SEI-INR,SEI,INR,0.0,6.55,,,,
10.19,0.0,0.0,-2.53,10.19,ALLO-INR,ALLO,INR,0.0,-2.53,,,,
0.06027,0.0,0.0,12,0.06027,PYTH-USDT,PYTH,USDT,0.0,12,,,,
1.62,0.0,470.785714,-1.79,1.62,ACT-INR,ACT,INR,470.785714,-1.79,,,,
14.22,0.0,0.0,2.04,14.22,LA-INR,LA,INR,0.0,2.04,,,,
0.089694,0.0,0.0,0,0.098494,MANA-USDT,MANA,USDT,0.0,4.98,0,0,,
98.89,107.59434678,870.4700501,3.08,99.27,SUI-INR,SUI,INR,978.06439688,5.67,100.02,95.665,99.61,98.18
0.010583,0.0,0.0,1.39,0.010583,PENGU-USDT,PENGU,USDT,0.0,1.39,,,,
1.771014,0.0,0.0,-1.09,1.771014,BROCCOLI714-INR,BROCCOLI714,INR,0.0,-1.09,,,,
10.39,0.0,0.0,1.43,10.39,THE-INR,THE,INR,0.0,1.43,,,,
0.440259,0.0,0.0,5.16,0.440259,SPX-USDT,SPX,USDT,0.0,5.16,,,,
0.76,0.0,1706163.645014,27.31,0.76,ESIM-INR,ESIM,INR,1706163.645014,27.31,,,,
41.56,9301.719143,848.022694,7.15,42.29,ONDO-INR,ONDO,INR,10149.741837,22.71,44.815,37.465,41.98,41.15
0.169395,0.0,0.0,3.8,0.169395,APE-USDT,APE,USDT,0.0,3.8,,,,
6.11,0.0,674.636558,6.67,6.11,IOTA-INR,IOTA,INR,674.636558,6.67,,,,
0.120564,0.0,0.0,2.96,0.120564,STORJ-USDT,STORJ,USDT,0.0,2.96,,,,
24.977138,0.0,17.56004,6.68,24.977138,CRV-INR,CRV,INR,17.56004,6.68,,,,
5.009255,0.0,59948.313334,0,4.926322,ENJ-INR,ENJ,INR,59948.313334,1.04,5.009255,5.009255,5.64,4.96
17.52,0.0,13.257026,0,14.966825,KNC-INR,KNC,INR,13.257026,1.72,17.52,17.52,17.749088,13.71
13200.88,0.0,0.0,1.77,13200.88,GNO-INR,GNO,INR,0.0,1.77,,,,
